id	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	ARO Category	ARO Accession	ARO Name
AJ310778|ARO:3003015	CAC81324.1	AJ310778	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	NA	ARO:3003015	NA
AJ252200|ARO:3003056	CAC14596.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;tetracycline antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003056	NA
GQ390806|ARO:3001171	ACV32634.1	GQ390806	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001171	NA
KF240809|ARO:3002000	AGW25368.1	KF240809	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3002000	NA
JF795538|ARO:3001374	AEG64812.1	JF795538	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001374	NA
X05648|ARO:3002658	CAA29136.1	X05648	APH(6)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002658	NA
M12730|ARO:3000250	AAA98296.1	M12730	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3000250	NA
EU408354|ARO:3002512	ACH58994.1	EU408354	subclass B3 LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002512	NA
HM803271|ARO:3001958	ADL27532.1	HM803271	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001958	NA
AF332513|ARO:3000931	AAK17194.1	AF332513	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000931	NA
GU206353|ARO:3002266	ADA13241.1	GU206353	IND beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3002266	NA
JX268631|ARO:3001091	AFN82060.1	JX268631	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001091	NA
AF462611|ARO:3000605	AAL68827.1	AF462611	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3000605	NA
JX440349|ARO:3002087	AFU25632.1	JX440349	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002087	NA
AY590467|ARO:3001110	AAT01223.1	AY590467	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001110	NA
JN173059|ARO:3002752	AEL00459.1	JN173059	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002752	NA
X01702|ARO:3002659	CAA25854.1	X01702	APH(6)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002659	NA
HE819404|ARO:3002103	CCK86743.1	HE819404	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002103	NA
HM751103.1|ARO:3001169	ADR80609.1	HM751103.1	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001169	NA
JN969893.3|ARO:3001990	AEW46676.3	JN969893.3	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001990	NA
KF986262|ARO:3001569	AHL30281.1	KF986262	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001569	NA
AF324833.1|ARO:3002378	AAK14293.1	AF324833.1	VEB beta-lactamase	monobactam;cephalosporin	antibiotic inactivation	NA	ARO:3002378	NA
DQ519088|ARO:3001629	ABF47917.1	DQ519088	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001629	NA
X56809|ARO:3002997	CAA40146.1	X56809	LCR beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002997	NA
DQ335566|ARO:3001632	ABC61637.1	DQ335566	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001632	NA
CP004067|ARO:3002669	AGV10830.1	CP004067	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002669	NA
NC_010558|ARO:3000860	YP_001816610.1	NC_010558	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration	NA	ARO:3000860	NA
HQ166709|ARO:3001953	ADN26580.1	HQ166709	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001953	NA
CP006005|ARO:3003176	AGQ93789.1	CP006005	CARB beta-lactamase	penam	antibiotic inactivation	NA	ARO:3003176	NA
AJ549214|ARO:3002704	CAD70268.1	AJ549214	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	NA	ARO:3002704	NA
KC107824|ARO:3001997	AFY98865.1	KC107824	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001997	NA
X58272|ARO:3001400	CAA41211.1	X58272	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001400	NA
FN645444|ARO:3002061	CBI75447.1	FN645444	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002061	NA
AJ635403|ARO:3002463	CAG25814.1	AJ635403	LEN beta-lactamase	penam;penem	antibiotic inactivation	NA	ARO:3002463	NA
AJ871877|ARO:3002416	CAI43425.1	AJ871877	OXY beta-lactamase	monobactam;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002416	NA
NC_023287|ARO:3002626	YP_008997285.1	NC_023287	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	NA	ARO:3002626	NA
AM941847|ARO:3001155	CAQ03506.1	AM941847	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001155	NA
AF300985|ARO:3001430	AAG24866.1	AF300985	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001430	NA
KM233165|ARO:3003153	AIS67769.1	KM233165	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3003153	NA
Y10281|ARO:3000918	CAA71324.1	Y10281	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000918	NA
Z21957.1|ARO:3002363	CAA79968.1	Z21957.1	PER beta-lactamase	monobactam;carbapenem;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3002363	NA
DQ834728|ARO:3001019	ABI74447.1	DQ834728	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001019	NA
AM850915|ARO:3002428	CAP12353.2	AM850915	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002428	NA
AJ584652|ARO:3002599	CAE48334.1	AJ584652	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002599	NA
HM750249|ARO:3002295	ADO50679.1	HM750249	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002295	NA
JN596280|ARO:3002587	AEZ05108.1	JN596280	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002587	NA
M97172|ARO:3002534	AAA26548.1	M97172	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002534	NA
KC433553|ARO:3002325	AGF70638.1	KC433553	KPC beta-lactamase	monobactam;carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002325	NA
KJ135344|ARO:3001567	AHL30285.1	KJ135344	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001567	NA
M80346|ARO:3002817	AAC32027.1	M80346	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	NA	ARO:3002817	NA
FJ820124|ARO:3002339	ACS73598.1	FJ820124	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002339	NA
KF057033|ARO:3001687	AGU69254.1	KF057033	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001687	NA
AF329699|ARO:3002337	AAK18183.1	AF329699	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002337	NA
FJ534512|ARO:3002431	ACL68095.1	FJ534512	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002431	NA
AF322577|ARO:3002199	AAK13430.1	AF322577	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002199	NA
KF057031|ARO:3001685	AGU69252.1	KF057031	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001685	NA
FJ534513|ARO:3002430	ACL68096.1	FJ534513	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002430	NA
JX025022|ARO:3001680	AFO55202.1	JX025022	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001680	NA
KC580659|ARO:3002782	AGL43631.1	KC580659	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002782	NA
JF274247|ARO:3001973	AEM44653.1	JF274247	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001973	NA
AY628176|ARO:3000987	AAT46414.1	AY628176	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000987	NA
AF156486|ARO:3002330	AAF27723.1	AF156486	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002330	NA
EF581285|ARO:3001636	ABQ52429.1	EF581285	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001636	NA
L20573|ARO:3002988	AAA99503.1	L20573	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration	NA	ARO:3002988	NA
JQ762640|ARO:3002763	AFH88686.1	JQ762640	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002763	NA
AM231720|ARO:3001438	CAJ77817.2	AM231720	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001438	NA
BA000018.3|ARO:3000124	BAB41258.1	BA000018.3	methicillin resistant PBP2	monobactam;carbapenem;cephalosporin;cephamycin;penam	antibiotic target replacement	NA	ARO:3000124	NA
AM982521|ARO:3001938	CAQ42480.1	AM982521	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001938	NA
AF024666|ARO:3000596	AAG03357.1	AF024666	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3000596	NA
JX440356|ARO:3001837	AFU25653.1	JX440356	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001837	NA
AY055428|ARO:3000412	AAL59753.1	AY055428	sulfonamide resistant sul	sulfonamide antibiotic;sulfone antibiotic	antibiotic target replacement	NA	ARO:3000412	NA
X90856|ARO:3002645	CAA62365.1	X90856	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002645	NA
EF373971|ARO:3001148	ABN49112.1	EF373971	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001148	NA
AY027590|ARO:3000955	AAK14792.1	AY027590	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000955	NA
KJ997966|ARO:3002496	AIN56719.1	KJ997966	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002496	NA
AY750907|ARO:3001613	AAW81336.1	AY750907	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001613	NA
AM286274|ARO:3001001	CAL08007.1	AM286274	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001001	NA
EF373969|ARO:3001145	ABN49110.1	EF373969	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001145	NA
KF297585|ARO:3001543	AGW83454.1	KF297585	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001543	NA
JX049132|ARO:3002082	AGE45504.1	JX049132	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002082	NA
AM932669|ARO:3001811	CAP69660.1	AM932669	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001811	NA
KF203107|ARO:3001521	AGW16415.1	KF203107	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001521	NA
AF162694|ARO:3002933	AAF61331.1	AF162694	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002933	NA
AB116646|ARO:3002563	BAD10948.2	AB116646	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002563	NA
KM087851|ARO:3002180	AIT76104.1	KM087851	MIR beta-lactamase	monobactam;cephalosporin;cephamycin	antibiotic inactivation	NA	ARO:3002180	NA
JX679208|ARO:3002377	AGH33739.1	JX679208	VEB beta-lactamase	monobactam;cephalosporin	antibiotic inactivation	NA	ARO:3002377	NA
AF079900|ARO:3002892	AAD04032.1	AF079900	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3002892	NA
KJ151292|ARO:3000444	AIA08936.1	KJ151292	rifampin phosphotransferase	rifamycin antibiotic	antibiotic inactivation	NA	ARO:3000444	NA
JQ740052|ARO:3000567	AFK31666.1	JQ740052	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3000567	NA
AY043299.1|ARO:3000167	AAK97755.1	AY043299.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3000167	NA
AF133139|ARO:3000174	AAD25538.1	AF133139	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3000174	NA
DQ212986|ARO:3004253	ABA71729.1	DQ212986	vanY;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3004253	NA
U00096|ARO:3003577	AAC75089.1	U00096	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	NA	ARO:3003577	NA
X15791|ARO:3003563	CAA33795.1	X15791	RCP beta-lactamase	penam	antibiotic inactivation	NA	ARO:3003563	NA
AM850920|ARO:3002451	CAP12358.1	AM850920	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002451	NA
AF156486|ARO:3002694	AAF27723.1	AF156486	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002694	NA
DQ463751|ARO:3002034	ABF06441.1	DQ463751	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002034	NA
KF986259|ARO:3001564	AHL30278.1	KF986259	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001564	NA
DQ516954|ARO:3002881	ABF66011.1	DQ516954	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux	NA	ARO:3002881	NA
DQ351241|ARO:3002714	ABC86904.1	DQ351241	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002714	NA
EF219142|ARO:3001922	ABN09669.1	EF219142	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001922	NA
EF650038|ARO:3001643	ABV31692.1	EF650038	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001643	NA
HQ122933|ARO:3001695	ADM47435.1	HQ122933	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001695	NA
AY092401|ARO:3000963	AAM22276.1	AY092401	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000963	NA
AY954728|ARO:3003558	AAX55643.1	AY954728	BlaA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3003558	NA
DQ149247|ARO:3001703	AAZ78361.1	DQ149247	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001703	NA
KC149518|ARO:3001369	AGA83484.1	KC149518	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001369	NA
JN596280|ARO:3002349	AEZ05108.1	JN596280	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002349	NA
NC_009632|ARO:3000347	YP_001315192.1	NC_009632	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3000347	NA
AP009048|ARO:3000829	BAE78082.1	AP009048	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic;acridine dye	antibiotic efflux	NA	ARO:3000829	NA
Y14156|ARO:3001867	CAA74573.1	Y14156	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001867	NA
L42817|ARO:3000522	AAC37034.1	L42817	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3000522	NA
JF896803|ARO:3002163	AEK78851.1	JF896803	FOX beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation	NA	ARO:3002163	NA
DQ157752|ARO:3000361	AAZ91706.1	DQ157752	macrolide esterase	macrolide antibiotic	antibiotic inactivation	NA	ARO:3000361	NA
DQ174306|ARO:3001121	ABA06588.1	DQ174306	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001121	NA
AF043381|ARO:3002580	AAD02245.1	AF043381	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002580	NA
AM176552|ARO:3001131	CAJ47132.2	AM176552	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001131	NA
NC_002516|ARO:3000806	NP_249397.1	NC_002516	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	NA	ARO:3000806	NA
JX440353|ARO:3002090	AFU25644.1	JX440353	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002090	NA
JN982330|ARO:3002301	AFK24647.1	JN982330	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002301	NA
HM559945|ARO:3001178	ADM25824.1	HM559945	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001178	NA
AY037780|ARO:3002455	AAK69830.1	AY037780	LEN beta-lactamase	penam;penem	antibiotic inactivation	NA	ARO:3002455	NA
FJ503047|ARO:3002592	ACL37342.1	FJ503047	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002592	NA
AF445082|ARO:3002577	AAL38577.1	AF445082	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002577	NA
U85514|ARO:3001413	AAB58555.1	U85514	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001413	NA
AY082011|ARO:3002923	AAM09853.1	AY082011	vanY;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002923	NA
AM051147|ARO:3002425	CAJ19606.1	AM051147	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002425	NA
DQ089809|ARO:3002385	AAZ04368.1	DQ089809	BEL beta-lactamase	monobactam;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002385	NA
AF099139|ARO:3002256	AAD20273.1	AF099139	IND beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3002256	NA
KF240808|ARO:3001386	AGW25367.1	KF240808	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001386	NA
Y17584|ARO:3000899	CAA76796.1	Y17584	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000899	NA
EU400222|ARO:3002315	ABY91240.1	EU400222	KPC beta-lactamase	monobactam;carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002315	NA
U51479|ARO:3002636	AAB49832.1	U51479	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002636	NA
AF208796|ARO:3001083	AAF37209.2	AF208796	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001083	NA
NC_002695|ARO:3000832	NP_309766.1	NC_002695	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;cephalosporin;cephamycin;penam;tetracycline antibiotic	antibiotic efflux	NA	ARO:3000832	NA
KC479325|ARO:3001690	AGK07369.1	KC479325	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001690	NA
FJ214369|ARO:3001946	ACI29348.1	FJ214369	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001946	NA
HQ424460|ARO:3002646	ADQ43421.1	HQ424460	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002646	NA
AB204557|ARO:3002212	BAD89802.1	AB204557	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002212	NA
JX025021|ARO:3001679	AFO55201.1	JX025021	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001679	NA
DQ303459|ARO:3001916	ABC18328.3	DQ303459	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001916	NA
U37195|ARO:3000898	AAC32891.1	U37195	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000898	NA
AY553332|ARO:3002205	AAT49068.1	AY553332	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002205	NA
AB164230|ARO:3002593	BAD11815.1	AB164230	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002593	NA
AY826417|ARO:3001000	AAV83795.1	AY826417	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001000	NA
AM176549|ARO:3001128	CAJ47129.2	AM176549	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001128	NA
FJ668814|ARO:3001059	ACR66323.1	FJ668814	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001059	NA
KF526115|ARO:3002114	AHA80103.1	KF526115	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002114	NA
M97297|ARO:3002962	AAA65959.1	M97297	vanZ;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002962	NA
AF024602|ARO:3002660	AAC23556.1	AF024602	APH(6)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002660	NA
KF885217|ARO:3001552	AHI63011.1	KF885217	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001552	NA
JF802084|ARO:3002940	AEP40501.1	JF802084	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002940	NA
